Gene	Granule	Purkinje	Basket	Astrocyte	Oligo	OPC
Fam129a	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Colgalt2	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Ncf2	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Rgl1	7845.4	6564.4	7761.1	673.2	7778.6	7874.4
Dhx9	14541.8	9121	13856.7	23568.9	9860.2	5538.3
Lamc1	15042.2	13955.900000000001	15059.4	6455.2	11129.4	1083.6999999999998
Cacna1e	484.8	6678	7919.8	7954.8	7828.6	7921.5
Acbd6	6349	10088.7	2666.3	14499.400000000001	14743.1	14667.900000000001
Xpr1	15352.1	18150.5	5264.9	10649.9	19069.5	1330.9
Lhx4	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Fam163a	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Abl2	6420.2	17918.1	14638.9	1376.3000000000002	22645.1	10421.2
Ralgps2	7429.799999999999	6003.2	7382	7449.4	7473.8	3086.2
Sec16b	3893.1	2383.4	3794.6	3958.4	3772.4	3896
2810025M15Rik	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Astn1	11177.4	1397.1	11206.4	11119.5	11237.2	6706.2
Rfwd2	13976	18820	9462.900000000001	22962.4	1824.3000000000002	9370.3
Pappa2	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Tnr	12209.6	11251	4929.6	12182.8	12129.9	53.8
Rc3h1	10002.7	22277.8	15447.599999999999	18896.6	1648.2	5148.1
Dnm3	10726	13992.8	20021.1	19829.2	628.2	4828.2
Suco	15176.5	18482.4	9474.8	23347.7	1573.3000000000002	5390.8
2810442N19Rik	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Fmo6	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Mroh9	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Mettl11b	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Nme7	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Kifap3	10635.5	1026.8	6080.1	18282.3	18682	15076.4
BC055324	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Tbx19	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Dcaf6	14523.400000000001	4715.9	19195.2	22642.300000000003	1979.1999999999998	10328.900000000001
Adcy10	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Pou2f1	6238.200000000001	1054.9	14412.2	10343	23061.6	18300.3
Cd247	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Gm16701	7699.8	904.0999999999999	7664.6	7705.9	7596.7	7661
Uck2	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Mgst3	2913	5918.700000000001	10940.2	10724.599999999999	10783.099999999999	10756.8
Pbx1	15009.8	10115.7	5113.2	724.5	23989.8	14890.2
Nos1ap	12065	11084.7	408.2	4949.299999999999	11982	12042.6
Atf6	2482.6	17257.1	6796	18036.6	10924.3	14465.1
Olfml2b	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Ddr2	3893.1	2383.4	3794.6	3958.4	3772.4	3896
F11r	7650.299999999999	1175.1	7622.700000000001	7644.5	7544.5	7604.8
Cd244	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Pcp4l1	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Cd48	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Igsf9	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Kcnj10	16202.9	15450.1	16187.2	549	4632.700000000001	9738.1
Atp1a4	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Copa	6568.5	17988.7	6012.9	18377.4	18498.6	9876.2
Mptx2	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Ifi203	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Spta1	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Grem2	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Fmn2	19329.300000000003	14055.8	10366.3	519.8	23419	5673.9
Kmo	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Exo1	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Wdr64	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Sdccag8	7536.2	6171.4	7449.1	2302.2	7485.1	7560.1
Gm16432	3893.1	2383.4	3794.6	3958.4	3772.4	3896
1700016C15Rik	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Kif26b	1092.1	6509.3	7840.1	7817.2	7727	7809.5
Cnst	6743.3	10466.4	946.8	11435.8	11510.1	11545.3
Cdc42bpa	14659.9	5264.5	9899.4	23796.2	794.1	18912.800000000003
Acbd3	18174.9	17685.7	14305.5	7132.9	10558.7	2264.8
Ephx1	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Nvl	1994.6999999999998	21623.7	6341.8	18630	15315.1	6099.4
Enah	19468.1	23130.9	9919.8	623.1	15150.8	5066.1
Fbxo28	10238.2	22645.4	14604.7	14530.4	6233.8	2076.3
Disp1	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Susd4	11762.7	453.9	11744.2	11778.4	11780.8	5372.9
Capn8	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Rab3gap2	22418.6	8603.900000000001	19167	2586.6000000000004	13889.3	9961.5
Slc30a10	7792.8	6496.8	7705.6	952.8	7725.2	7823.6
Bpnt1	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Mark1	19077.6	929.9000000000001	9555.599999999999	22957	14880.7	5859.6
A730004F24Rik	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Spata17	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Gpatch2	14952.1	5210.5	10674.3	2409.5	14892.400000000001	14838.4
Kctd3	15610	22649.4	19318.7	9966.8	113	5757.9
Kcnk2	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Cenpf	3893.1	2383.4	3794.6	3958.4	3772.4	3896
