Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ABCA12	46.4334250008084	-0.04229619631035271	0.04644106876382918	-0.910749847843624	0.36242719289097003	0.9998737737122831
ABCA13	55.950107395493966	-0.0055060891192904565	0.034462274124313165	-0.15977149678018218	0.8730610778836668	0.9998737737122831
ABCA17P	621.5521190041811	-0.01888632741413205	0.02149490050977942	-0.8786422344936855	0.37959528844159157	0.9998737737122831
ABCA2	976.9837803106024	0.03440327064872512	0.038773128158316864	0.8872967511997248	0.3749191542357664	0.9998737737122831
ABCA3	695.2794807579116	0.02214359403313862	0.018432672156722667	1.2013230553261116	0.22962591049025285	0.9998737737122831
ABCA4	14.796507001932765	-0.041971317374016485	0.026568539171541783	-1.579737489631082	0.1141669963385967	0.9920833993335907
ABCA5	3845.3435424904205	-0.012256278028841347	0.019256241029389904	-0.6364834138778779	0.5244613881896782	0.9998737737122831
ABCA6	712.2785726045004	-0.013179349990017434	0.026232543872116373	-0.5024045725136972	0.6153829632742014	0.9998737737122831
ABCA7	107.46444693595078	0.010604276030379537	0.040324387917046775	0.262974258956989	0.7925704193957153	0.9998737737122831
ABCA8	1225.429045380548	0.03062720745413518	0.07550707923880359	0.4056203439848545	0.6850215785217522	0.9998737737122831
ABCA9	486.9469374221773	-0.005250881611726862	0.03151585848354802	-0.16661077515841552	0.8676763148612899	0.9998737737122831
ABCA9-AS1	0	NA	NA	NA	NA	NA
ABCB1	12.278200728996126	-0.016853471944703925	0.027136568427980203	-0.6210612808112651	0.534559303651365	0.9998737737122831
ABCB10	764.4121046956177	0.012552911093981687	0.007741958461453173	1.621412870720246	0.10492912228218003	0.9670923038176861
ABCB11	4.440685727707612	-0.01882311730715434	0.03266047477875409	-0.5763271181654387	0.5643940964503072	0.9998737737122831
ABCB4	38.400703545252675	-0.0031613302297796046	0.01798947685125014	-0.17573219365519874	0.8605043419936754	0.9998737737122831
ABCB5	9.48106401687185	-0.02264627432470959	0.0228052567158588	-0.9930286953955378	0.32069597057600907	0.9998737737122831
ABCB6	119.1593141859211	-0.008792117804251091	0.012370132394433816	-0.7107537351990895	0.4772368545676818	0.9998737737122831
ABCB7	1322.629574688482	-0.025248072113273505	0.013593134664207127	-1.857413520646983	0.06325234433410197	0.8418605818799464
ABCB8	322.7039357870189	0.0253871222297727	0.016546655779240704	1.5342751168863482	0.12496198462749304	0.9998737737122831
ABCB9	326.72946192766835	0.002668991884049207	0.025559124772206995	0.10442422844429596	0.9168326962697964	0.9998737737122831
ABCC1	477.04670589707035	0.011643713427444932	0.0123383411895274	0.9437016896021599	0.34532211036782007	0.9998737737122831
ABCC10	189.96027035366575	0.028694159571838525	0.017564134113818873	1.6336791432982125	0.10232623997334576	0.9623915236123457
ABCC11	35.22496828818216	-0.0025023231494341897	0.032399058354946594	-0.07723444064392514	0.9384370437920182	0.9998737737122831
ABCC12	6.946278514939354	0.02260782121789628	0.050719340234702905	0.4457435982660453	0.6557824675921962	0.9998737737122831
ABCC13	1.5240100850432163	-0.05720516934444008	0.045128483346375536	-1.2676067330996283	0.20493842625852035	0.9998737737122831
ABCC2	49.38676916592594	-0.033282160444006836	0.016953729519107293	-1.9631173427945148	0.04963254082794575	0.7870295741376373
ABCC3	11.922706893158491	-0.04067928774194328	0.02855145270159446	-1.4247712075144792	0.15422334777576502	0.9998737737122831
ABCC4	183.17545472841564	-0.025296139039999492	0.05577722304600197	-0.45352094741498045	0.6501736630655759	0.9998737737122831
ABCC5	1458.2005406942076	0.014403218538887718	0.010407622995672912	1.3839104803158242	0.1663858672941676	0.9998737737122831
ABCC5-AS1	0	NA	NA	NA	NA	NA
ABCC6	30.21217383216851	-0.025882387634482074	0.020578282786679305	-1.2577525492669492	0.20848126118588686	0.9998737737122831
ABCC6P1	9.863985726968911	-0.10379636969289904	0.035156010615517604	-2.9524501749662146	0.0031526294363504706	0.2812770547543896
ABCC6P2	0.030630063616530978	-0.01898059230055071	0.2850518043655661	-0.06658646607340522	0.9469109203410961	NA
ABCC8	1723.1241086970845	0.004513296129032365	0.030291692460779437	0.14899451837747307	0.881557958386623	0.9998737737122831
ABCC9	51.661767812148355	-0.03507084640653708	0.038542324702706306	-0.9099307495604833	0.362859031959952	0.9998737737122831
ABCD1	17.741405035632123	0.0350220454736129	0.03343596276650769	1.0474364299954888	0.29489833710176033	0.9998737737122831
ABCD2	1816.91708147874	0.012283108838283808	0.02029354085627511	0.6052718411871264	0.5449983881583137	0.9998737737122831
ABCD3	1918.0572946271839	-0.002926332776338154	0.011644794189646264	-0.25129965619658995	0.8015824409521742	0.9998737737122831
ABCD4	402.88045691699284	-5.332831710936882e-5	0.010287456362416233	-0.0051838195206539385	0.995863928962563	0.9998737737122831
ABCE1	425.0925084389892	-0.012866866910883627	0.009583559424122996	-1.342597916020236	0.1794022055369237	0.9998737737122831
ABCF1	329.58732134610915	0.0036448807315237154	0.009692419810959247	0.3760547729682982	0.7068761765169498	0.9998737737122831
ABCF2	163.52356642343906	0.015979556820303838	0.012278866075934725	1.3013870109408616	0.19312601742420013	0.9998737737122831
