Gene	1992_astro_50	1992_astro_100	1992_astro_200	1992_astro_300	1992_astro_400	1992_astro_500	1992_astro_600	1992_astro_800	1992_astro_1000	1992_astro_1200	1993_astro_50	1993_astro_100	1993_astro_200	1993_astro_300	1993_astro_400	1993_astro_500	1993_astro_600	1993_astro_800	1993_astro_1000	1993_astro_1200	1855_oligo_50	1855_oligo_100	1855_oligo_200	1855_oligo_300	1855_oligo_400	1855_oligo_500	1855_oligo_600	1855_oligo_800	1855_oligo_1000	1855_oligo_1200	1856_oligo_50	1856_oligo_100	1856_oligo_200	1856_oligo_300	1856_oligo_400	1856_oligo_500	1856_oligo_600	1856_oligo_800	1856_oligo_1000	1856_oligo_1200	1857_opc_50	1857_opc_100	1857_opc_200	1857_opc_300	1857_opc_400	1857_opc_500	1857_opc_600	1857_opc_800	1857_opc_1000	1857_opc_1200	1858_opc_50	1858_opc_100	1858_opc_200	1858_opc_300	1858_opc_400	1858_opc_500	1858_opc_600	1858_opc_800	1858_opc_1000	1858_opc_1200
Phf21b	10	16	30	47	71	91	109	148	185	221	11	18	28	50	62	70	81	124	150	178	0	1	1	1	2	2	2	7	8	8	0	0	1	4	4	5	5	5	5	7	0	0	2	3	3	5	6	9	11	13	0	1	1	5	5	8	9	13	14	14
1810041L15Rik	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	2	3	3	0	0	0	0	0	0	0	0	0	1	2	4	8	14	22	29	37	48	58	66	3	6	9	15	20	25	35	44	54	65
Parvb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	4	5	6	8	8	9	11	0	0	1	2	3	4	5	6	7	9	0	2	4	7	9	13	16	19	25	32	1	4	8	10	12	16	20	23	31	36
Ttc38	0	0	1	1	3	3	4	4	4	5	0	0	2	2	2	2	3	5	6	8	0	0	0	0	0	0	0	0	1	1	0	1	2	2	2	2	3	3	3	4	0	0	0	1	2	2	4	4	4	6	1	1	1	1	1	1	1	1	1	2
Smc1b	0	0	0	1	1	1	1	1	1	2	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	4	0	0	0	0	0	0	0	0	0	0
Atxn10	3	5	16	22	32	39	50	62	73	86	1	6	13	13	21	26	32	48	59	72	1	2	7	10	17	24	28	35	43	47	4	4	9	12	17	21	25	37	45	51	4	8	19	24	35	38	40	51	57	67	3	5	10	14	17	23	29	40	56	67
AU022754	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2
Gramd4	1	1	2	2	3	4	4	6	8	12	0	0	0	1	3	4	4	5	6	7	0	0	0	0	2	3	4	5	6	7	0	0	0	0	2	2	2	4	6	6	0	2	2	3	3	5	5	7	7	8	0	1	2	2	3	3	4	4	5	7
Tbc1d22a	4	5	8	9	13	18	22	35	45	55	0	3	7	11	13	19	24	29	33	42	3	7	11	19	29	40	47	61	71	79	6	9	13	25	31	35	42	57	64	74	1	2	7	10	14	20	20	29	33	45	1	6	7	16	23	25	28	36	53	61
Fam19a5	7	12	21	36	49	54	63	83	105	132	4	10	20	27	38	45	50	68	80	93	6	13	37	49	62	77	93	116	137	159	3	6	13	21	31	46	58	82	103	123	10	19	32	43	56	73	78	103	120	140	8	20	31	43	56	68	89	120	167	186
B230214G05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mov10l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1
Shank3	0	0	1	2	3	4	5	9	12	16	1	1	2	4	4	4	6	8	10	10	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	1	2	2	3	3	3	4	9	13	17	0	2	4	5	5	6	6	9	11	12
Ppp6r2	4	7	18	28	37	41	50	65	77	99	2	6	11	17	24	34	47	67	77	94	1	6	13	17	23	28	34	47	63	77	2	6	13	19	23	32	39	49	63	74	4	7	16	25	35	46	58	76	97	115	5	12	19	28	31	35	44	63	80	94
Syt10	7	13	21	27	35	41	48	60	79	98	4	5	12	20	28	36	44	57	78	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
Syce3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif21a	14	26	52	72	100	120	148	196	246	300	16	27	57	90	115	150	166	234	284	336	13	36	83	127	185	226	276	367	476	570	26	58	110	168	213	262	319	419	531	621	11	20	42	62	89	106	115	146	196	229	15	28	55	77	92	119	139	176	211	244
Cpne8	3	3	5	7	9	11	12	13	19	22	0	2	2	4	7	9	11	16	20	22	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	4	6	11	20	24	29	39	47	61	82	6	9	12	20	25	32	38	48	64	74
Muc19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1
Lrrk2	5	15	25	36	48	62	82	114	131	154	7	12	21	31	43	57	63	80	108	125	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	2	3	3	2	3	7	9	13	14	16	20	21	22	1	2	2	3	3	5	5	6	8	9
Slc2a13	0	0	0	0	0	0	1	1	2	2	0	0	0	0	1	1	1	2	2	2	0	0	0	1	3	3	3	5	6	10	0	0	0	1	1	3	4	4	4	4	3	5	8	14	17	22	25	33	38	40	2	4	7	8	9	12	19	24	28	33
Pdzrn4	0	2	2	5	6	9	12	20	22	25	0	0	4	7	12	16	19	28	36	47	1	2	4	4	4	4	7	8	9	14	0	1	2	2	2	3	4	5	9	12	3	18	37	55	67	77	90	129	154	173	8	17	28	38	49	68	80	98	131	143
Pphln1	3	4	11	13	19	22	27	30	35	45	1	1	1	2	5	7	8	13	17	19	2	4	8	10	13	15	19	29	39	48	3	5	9	9	14	20	23	33	34	41	2	4	6	9	14	18	21	26	32	37	1	3	6	9	12	15	16	22	32	36
Prickle1	0	4	8	11	16	19	23	34	49	55	2	6	19	29	43	54	73	90	107	127	5	9	26	37	48	54	60	84	104	123	4	10	19	37	49	54	65	88	107	126	5	13	28	45	59	78	84	106	129	149	9	15	29	43	55	67	76	100	132	164
Tmem117	1	3	5	5	5	6	7	11	14	18	0	1	1	2	2	3	5	6	11	12	9	17	34	71	102	129	164	215	278	330	12	26	52	72	94	122	146	200	250	284	3	8	19	27	40	52	60	85	111	129	6	12	32	45	60	78	95	128	160	198
D030018L15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Ano6	5	15	33	54	72	91	111	147	185	217	5	10	24	47	64	79	101	126	156	193	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	1	0	2	7	14	17	25	30	38	49	54	1	3	7	17	21	25	28	34	42	52
Arid2	4	8	17	27	35	42	57	71	85	100	6	6	10	19	29	35	46	64	81	105	3	8	11	16	22	32	36	52	76	93	4	7	13	18	21	29	36	48	64	75	3	4	11	16	21	30	35	59	79	94	4	7	14	26	34	40	50	67	82	96
Slc38a1	23	53	89	142	199	232	284	377	463	556	15	37	70	106	150	193	228	320	408	480	0	1	2	5	5	5	5	7	10	12	0	0	0	0	0	0	0	0	0	1	2	5	7	13	20	25	29	37	48	60	2	6	13	14	16	19	22	25	29	34
Pced1b	2	5	10	19	31	38	45	67	88	98	3	6	17	25	33	38	43	62	77	103	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	2	3	5	5	7	7	12	1	1	2	6	6	6	7	12	19	22
Senp1	4	8	12	15	20	30	38	53	77	95	6	8	18	26	33	39	43	58	76	86	1	1	3	5	12	14	16	21	26	33	1	2	3	6	8	12	18	22	26	28	2	2	6	9	13	16	20	31	36	43	2	4	7	10	13	14	16	26	30	36
Fmnl3	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	2	3	0	1	1	1	1	4	4	4	7	8	1	2	5	6	7	8	9	11	11	14	1	3	3	4	5	10	12	19	21	27
Prkag1	0	0	0	1	2	4	6	9	12	14	1	4	7	8	9	10	11	14	17	17	1	1	1	1	1	1	1	4	8	8	0	0	0	0	0	0	0	2	2	3	0	1	2	3	5	6	6	7	8	11	0	0	0	1	2	2	2	3	5	5
Larp4	1	1	2	3	4	6	8	10	13	17	1	2	3	6	8	10	11	12	17	18	0	1	3	5	6	7	8	15	16	20	1	2	2	2	3	8	10	12	14	16	1	1	3	3	3	4	6	7	9	12	0	0	4	5	6	9	12	18	22	24
Dip2b	8	20	41	67	86	102	118	145	179	219	6	12	28	36	55	67	78	109	134	167	9	18	43	56	72	98	112	141	191	224	15	24	45	65	90	105	129	162	197	234	4	8	16	22	32	33	40	50	68	82	1	4	10	15	24	28	32	42	48	53
Slc11a2	0	1	4	5	6	6	9	14	18	21	1	2	5	6	7	7	7	10	12	14	0	1	2	4	6	7	9	12	12	13	0	0	3	7	8	10	11	16	18	19	0	1	3	4	7	7	8	13	17	21	0	0	2	5	6	6	6	8	11	13
Cers5	1	1	6	8	10	12	15	23	32	36	0	2	4	5	8	9	12	16	19	26	2	4	6	9	11	15	15	17	20	28	1	2	4	6	7	11	12	18	20	26	0	2	2	7	10	11	13	16	20	26	0	1	2	8	9	12	15	18	23	28
Tfcp2	2	2	6	7	11	14	21	24	35	39	1	3	7	10	16	23	26	34	42	49	0	1	4	6	10	15	17	21	26	35	2	2	4	6	12	19	21	27	39	47	4	8	9	17	20	23	29	37	51	64	0	2	3	6	8	12	14	21	28	34
Slc4a8	1	1	2	2	3	3	5	7	9	10	0	0	2	2	3	3	4	5	6	7	0	1	1	1	1	1	1	3	4	4	0	0	0	1	2	2	2	2	4	5	1	2	5	6	7	9	10	12	14	20	0	0	2	5	6	9	10	16	20	23
1700011A15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acvr1b	0	0	0	0	1	2	2	3	4	8	0	0	1	1	1	1	1	3	4	5	0	1	1	1	1	1	1	1	3	4	0	1	1	2	2	3	3	4	5	5	1	2	2	5	6	11	12	15	18	24	1	1	2	4	4	6	6	10	11	14
Scn8a	6	8	21	29	35	47	58	86	110	128	3	6	23	39	46	57	60	79	100	123	1	2	3	3	6	9	12	17	19	27	1	2	4	6	6	8	10	14	20	24	9	19	27	37	50	64	80	103	117	134	6	9	22	38	47	56	66	90	101	123
Krt85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Rarg	0	0	1	4	5	6	7	9	13	14	0	0	1	4	4	4	5	5	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	5	5	0	0	0	0	0	1	1	2	3	3
Pcbp2	2	3	5	7	10	10	11	16	21	31	0	3	6	8	15	18	21	24	35	42	3	6	15	18	21	24	30	36	46	55	2	4	8	12	17	24	30	46	56	67	1	3	9	15	22	26	29	37	42	53	4	9	17	19	21	28	28	35	42	46
Map3k12	1	3	3	6	8	9	10	13	14	17	1	1	2	2	3	5	5	5	5	9	0	1	1	1	1	1	2	2	3	4	0	0	0	0	0	0	0	0	1	2	0	1	2	2	2	3	4	5	6	9	0	1	3	3	3	3	3	3	5	6
Tns2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	3	5	7	1	1	3	4	4	4	5	7	7	8	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
Smug1	0	0	0	1	1	1	1	1	1	2	0	0	0	0	0	0	0	0	1	2	1	1	1	1	1	2	2	2	2	3	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2
Copz1	1	1	4	4	6	7	10	14	19	23	0	0	0	0	3	3	4	6	11	16	1	1	2	4	6	6	7	9	10	11	0	1	1	2	2	3	3	3	4	6	0	0	0	0	1	2	3	4	4	5	0	0	1	2	3	3	5	6	8	9
Gtsf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc152	0	2	3	3	4	4	5	6	9	10	0	0	1	1	1	1	2	2	2	2	3	4	9	11	12	14	17	21	24	32	1	2	3	7	13	14	17	19	25	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2
BC037032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AW549877	1	2	3	5	7	10	13	20	24	31	2	3	7	9	10	13	14	18	26	30	2	3	3	6	7	9	9	16	27	32	1	3	6	10	13	14	16	19	24	27	2	5	6	9	11	13	14	17	24	27	0	2	2	6	8	10	12	18	20	24
A630020A06	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Fbxo4	0	0	1	1	1	2	5	7	8	9	1	1	1	2	4	5	6	6	6	8	1	1	2	2	2	5	5	7	11	15	1	2	2	2	2	3	4	4	7	11	0	1	1	2	2	3	3	8	11	12	0	1	3	4	6	7	8	11	12	12
C6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mroh2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Card6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
Rpl37	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	4	5	6	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	2	2	3	3	3	4	5
Prkaa1	0	3	5	8	11	13	14	16	17	21	0	1	3	3	6	7	9	14	18	23	2	2	2	5	7	8	9	14	17	19	2	3	4	8	10	11	14	20	26	30	0	2	7	9	13	13	16	19	23	24	0	1	3	7	9	15	21	23	30	35
Snord72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc33	1	2	3	4	4	5	6	9	10	11	0	1	1	4	4	7	9	14	17	21	1	2	3	7	9	10	11	11	15	17	0	0	1	1	3	3	6	9	12	14	1	1	3	4	4	5	7	13	17	17	3	4	5	7	7	8	9	13	16	20
C9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fyb	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	4	4	0	0	0	0	0	0	0	1	2	2
Rictor	1	5	10	15	19	26	32	37	53	60	3	6	15	19	24	31	35	45	50	54	4	5	11	21	26	39	53	66	75	87	1	2	7	14	19	25	30	43	58	67	7	15	30	41	51	70	91	124	159	193	9	16	32	45	50	65	75	101	124	152
Lifr	1	7	12	22	32	40	47	64	75	85	5	9	20	41	53	60	72	86	110	122	1	3	6	12	19	24	27	35	44	51	4	5	7	11	16	17	22	33	54	62	6	9	12	13	16	19	25	39	48	61	2	3	4	10	15	19	24	40	50	60
Gdnf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0
Nadk2	0	1	6	13	15	19	26	36	44	55	1	4	6	9	14	16	19	24	30	36	1	2	4	5	6	10	10	13	15	19	1	3	3	4	6	7	9	10	14	17	0	0	0	1	1	2	4	4	5	5	0	0	1	2	2	4	6	9	12	15
Skp2	0	0	1	3	3	3	5	6	6	6	0	0	1	1	3	3	3	5	6	7	1	1	1	3	4	5	5	7	9	12	0	1	2	3	3	3	3	4	5	6	0	0	0	0	0	0	0	1	4	4	0	0	0	2	4	4	5	8	10	12
Ugt3a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il7r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agxt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc21	0	0	1	2	2	3	3	6	6	7	0	0	0	4	4	5	5	9	13	15	1	1	4	5	6	7	10	10	13	15	0	1	3	4	10	12	16	21	26	30	0	0	2	2	3	4	5	9	12	18	1	1	2	3	5	5	6	8	10	11
Ttc23l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rad1	0	0	0	1	1	1	1	1	3	5	0	0	1	1	2	2	3	3	4	4	1	1	1	1	1	1	1	2	2	2	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	3	3	3	4	0	0	2	2	2	2	4	7	7	8
Gm10389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amacr	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	2	3	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
C1qtnf3	0	0	1	2	3	3	4	4	4	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rxfp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tars	0	1	1	1	1	1	1	1	1	3	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	3	4	0	0	1	1	1	1	1	2	3	3	0	0	1	2	2	4	4	4	7	8	0	1	1	1	1	1	1	1	1	2
Npr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Gm5144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sub1	1	1	1	2	3	3	3	3	3	4	0	0	0	1	3	3	3	3	3	3	0	0	0	2	2	3	3	4	6	9	1	1	2	3	3	5	5	5	5	5	0	0	1	2	3	3	7	9	12	13	0	0	0	0	0	0	0	0	1	4
1700047G03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir1898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfr	3	5	10	16	22	32	39	49	59	71	1	5	12	18	22	28	29	43	48	60	5	11	20	30	36	45	56	79	111	134	3	8	17	33	47	55	65	86	107	128	6	11	18	35	50	63	72	102	130	157	3	7	19	29	36	48	61	78	102	124
Mtmr12	0	0	2	3	5	7	7	10	10	17	0	0	1	3	5	5	6	12	14	16	0	1	2	4	5	8	10	10	14	17	0	0	1	1	3	3	5	10	12	15	0	0	1	2	4	5	6	6	7	10	1	1	2	3	3	4	4	5	5	7
Golph3	2	4	16	19	23	31	33	43	48	64	3	5	9	17	25	28	34	43	52	65	3	3	3	6	8	17	18	23	27	32	0	2	3	4	5	6	8	10	15	19	0	0	1	5	8	8	11	19	31	40	2	2	3	7	8	9	10	12	14	18
6030458C11Rik	0	0	1	2	2	3	3	4	5	6	0	0	0	0	1	1	2	3	3	3	1	2	2	2	2	2	2	2	3	3	0	0	0	1	1	1	4	4	4	4	0	0	0	0	0	0	2	2	2	3	0	0	0	0	0	0	0	0	1	1
Cdh9	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	1	1	1	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	3	4	5	0	0	1	2	2	2	2	2	2	2
Acot10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Basp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	7	10	12	15	17	22	30	37	1	3	5	11	16	22	28	32	36	46
Mir7212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp622	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	2	2	4	4	4	0	0	0	0	0	1	2	3	5	5	0	1	2	4	4	4	5	5	5	5	0	0	1	1	2	4	4	5	9	11
Otulin	0	0	1	2	2	2	2	6	9	9	0	2	4	6	6	6	6	7	9	10	1	1	3	5	6	7	8	10	14	14	2	4	6	8	9	13	15	19	21	22	0	0	1	1	2	3	3	3	4	6	0	2	5	7	9	9	9	9	10	12
Mir7117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930430F21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
Dap	0	0	0	0	0	0	0	2	2	2	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	3	4	4	4	6	0	0	0	0	0	0	0	1	2	2	0	1	1	1	1	2	4	4	4	5
Ropn1l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cct5	0	1	1	1	1	2	5	6	9	9	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	1	1	3	4	0	1	2	3	4	5	5	6	6	8	0	0	0	1	2	2	2	3	6	8	0	0	0	0	1	2	2	2	3	5
Fam173b	1	1	2	2	2	5	6	7	7	10	1	3	3	5	5	7	11	13	18	21	0	0	2	3	5	6	7	12	16	17	0	0	2	2	3	5	7	8	10	16	1	1	2	4	5	8	10	13	15	20	1	2	4	6	6	7	8	8	9	14
Snord123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
